LineId,Content,EventId,EventTemplate
6377,connection from 213.54.172.95 (p213.54.172.95.tisdip.tiscali.de) at Fri Oct 14 07:40:25 2005,E261,connection from <*> (<*>) at <*>
6378,connection from 213.54.172.95 (p213.54.172.95.tisdip.tiscali.de) at Fri Oct 14 07:40:27 2005,E261,connection from <*> (<*>) at <*>
6379,check pass; user unknown,E299,check pass; user <*>
6380,check pass; user unknown,E299,check pass; user <*>
6381,check pass; user unknown,E299,check pass; user <*>
6382,check pass; user unknown,E299,check pass; user <*>
6383,check pass; user unknown,E299,check pass; user <*>
6384,check pass; user unknown,E299,check pass; user <*>
6385,check pass; user unknown,E299,check pass; user <*>
6386,check pass; user unknown,E299,check pass; user <*>
6387,check pass; user unknown,E299,check pass; user <*>
6388,check pass; user unknown,E299,check pass; user <*>
6389,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6390,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6391,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6392,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6393,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6394,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6395,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6396,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6397,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6398,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.3-plan.ru user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6399,session opened for user cyrus by (uid=0),E208,session opened for user <*> by <*>
6400,session closed for user cyrus,E227,session closed for user <*>
6401,ALERT exited abnormally with [1],E173,ALERT exited abnormally with <*>
6402,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=129.217.168.31 user=postfix,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6403,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=129.217.168.31 user=postfix,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6404,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=129.217.168.31 user=postfix,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6405,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=129.217.168.31 user=postfix,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6406,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=129.217.168.31 user=postfix,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6407,session opened for user news by (uid=0),E208,session opened for user <*> by <*>
6408,session closed for user news,E227,session closed for user <*>
6409,check pass; user unknown,E299,check pass; user <*>
6410,check pass; user unknown,E299,check pass; user <*>
6411,check pass; user unknown,E299,check pass; user <*>
6412,check pass; user unknown,E299,check pass; user <*>
6413,check pass; user unknown,E299,check pass; user <*>
6414,check pass; user unknown,E299,check pass; user <*>
6415,check pass; user unknown,E299,check pass; user <*>
6416,check pass; user unknown,E299,check pass; user <*>
6417,check pass; user unknown,E299,check pass; user <*>
6418,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6419,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6420,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6421,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6422,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6423,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6424,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6425,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6426,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6427,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6428,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6429,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6430,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6431,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6432,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6433,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6434,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6435,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6436,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6437,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6438,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6439,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6440,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6441,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6442,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6443,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6444,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6445,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6446,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6447,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6448,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6449,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6450,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6451,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6452,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6453,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6454,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6455,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6456,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6457,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6458,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6459,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6460,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6461,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6462,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6463,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6464,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6465,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6466,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6467,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6468,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6469,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6470,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6471,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6472,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6473,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6474,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6475,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6476,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6477,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6478,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6479,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6480,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6481,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.17.1.3 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
6482,session opened for user cyrus by (uid=0),E208,session opened for user <*> by <*>
6483,session closed for user cyrus,E227,session closed for user <*>
6484,cupsd shutdown succeeded,E264,<*> shutdown succeeded
6485,cupsd startup succeeded,E283,<*> startup succeeded
6486,restart.,E332,restart.
6487,ALERT exited abnormally with [1],E173,ALERT exited abnormally with <*>
6488,session opened for user news by (uid=0),E208,session opened for user <*> by <*>
6489,session closed for user news,E227,session closed for user <*>
6490,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.206.193.55 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
